,dt,dt_iso,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description,Data,Hora,Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),Inj_code
10057,1669078800,2022-11-22 01:00:00 +0000 UTC,9.24,8.14,6.93,12.72,1020,93,2.21,0.895706,100,overcast clouds,2022-11-22,1,0.0,0.26,0.0,None,3
10058,1669082400,2022-11-22 02:00:00 +0000 UTC,9.27,8.28,7.49,12.72,1019,93,2.08,0.895706,100,overcast clouds,2022-11-22,2,0.0,0.26,0.0,None,3
10059,1669086000,2022-11-22 03:00:00 +0000 UTC,9.32,8.09,8.04,13.72,1018,94,2.4,0.895706,100,overcast clouds,2022-11-22,3,0.0,0.243,0.0,None,3
10060,1669089600,2022-11-22 04:00:00 +0000 UTC,9.77,7.74,8.04,12.72,1018,95,3.95,0.15,100,light rain,2022-11-22,4,0.0,0.236,0.0,None,3
10061,1669093200,2022-11-22 05:00:00 +0000 UTC,10.29,9.86,8.6,12.72,1018,95,4.34,0.46,100,light rain,2022-11-22,5,0.0,0.321,0.0,None,3
10062,1669096800,2022-11-22 06:00:00 +0000 UTC,10.81,10.43,9.71,12.72,1017,95,4.92,0.89,100,light rain,2022-11-22,6,0.0,0.645,0.0,None,3
10063,1669100400,2022-11-22 07:00:00 +0000 UTC,10.77,10.38,10.26,11.77,1017,95,4.39,1.3,100,moderate rain,2022-11-22,7,0.0,0.636,0.0,None,3
10078,1669154400,2022-11-22 22:00:00 +0000 UTC,16.27,16.46,15.57,17.01,1013,96,6.76,0.76,100,light rain,2022-11-22,22,0.0,0.5,0.0,None,3
10079,1669158000,2022-11-22 23:00:00 +0000 UTC,16.27,16.46,15.57,17.01,1012,96,7.36,1.51,100,moderate rain,2022-11-22,23,0.0,1.007,0.0,None,3
10080,1669161600,2022-11-23 00:00:00 +0000 UTC,16.27,16.46,15.57,17.01,1012,96,7.96,3.49,100,moderate rain,2022-11-23,0,0.0,0.505,0.0,None,3
10081,1669165200,2022-11-23 01:00:00 +0000 UTC,16.27,16.46,15.66,17.01,1012,96,8.11,4.58,100,heavy intensity rain,2022-11-23,1,0.0,0.425,0.0,None,3
10082,1669168800,2022-11-23 02:00:00 +0000 UTC,16.79,17.03,15.66,17.49,1012,96,9.1,3.85,100,moderate rain,2022-11-23,2,0.0,0.286,0.0,None,3
10083,1669172400,2022-11-23 03:00:00 +0000 UTC,16.78,17.02,15.66,17.01,1012,96,8.86,3.38,100,moderate rain,2022-11-23,3,0.0,0.26,0.0,None,3
10084,1669176000,2022-11-23 04:00:00 +0000 UTC,16.78,17.02,15.66,16.93,1012,96,7.38,2.75,100,moderate rain,2022-11-23,4,0.0,0.259,0.0,None,3
10085,1669179600,2022-11-23 05:00:00 +0000 UTC,15.19,15.27,15.15,15.72,1012,96,6.26,2.09,100,moderate rain,2022-11-23,5,0.0,0.237,0.0,None,3
10086,1669183200,2022-11-23 06:00:00 +0000 UTC,15.18,15.26,13.68,15.82,1013,96,5.39,1.28,100,moderate rain,2022-11-23,6,0.0,0.357,0.0,None,3
10087,1669186800,2022-11-23 07:00:00 +0000 UTC,14.06,14.03,13.34,15.26,1014,96,4.01,0.15,100,light rain,2022-11-23,7,0.0,1.363,0.0,None,3
10102,1669240800,2022-11-23 22:00:00 +0000 UTC,12.92,12.49,11.38,13.99,1018,85,2.06,0.895706,50,scattered clouds,2022-11-23,22,0.0,0.525,0.0,None,3
10103,1669244400,2022-11-23 23:00:00 +0000 UTC,13.14,12.76,10.82,13.48,1018,86,2.33,0.895706,97,overcast clouds,2022-11-23,23,0.0,0.459,0.0,None,3
10104,1669248000,2022-11-24 00:00:00 +0000 UTC,12.95,12.62,11.38,13.72,1018,89,2.57,0.895706,100,overcast clouds,2022-11-24,0,0.0,0.256,0.0,None,3
10105,1669251600,2022-11-24 01:00:00 +0000 UTC,12.95,12.65,11.38,13.72,1017,90,2.74,0.16,100,light rain,2022-11-24,1,0.0,0.264,0.0,None,3
10106,1669255200,2022-11-24 02:00:00 +0000 UTC,13.26,12.97,11.93,14.72,1016,89,2.92,0.91,100,light rain,2022-11-24,2,0.0,0.261,0.0,None,3
10107,1669258800,2022-11-24 03:00:00 +0000 UTC,13.0,12.76,11.38,14.72,1016,92,3.3,2.17,100,moderate rain,2022-11-24,3,0.0,0.261,0.0,None,3
10108,1669262400,2022-11-24 04:00:00 +0000 UTC,13.57,13.38,11.93,15.72,1015,92,3.65,3.12,100,moderate rain,2022-11-24,4,0.0,0.26,0.0,None,3
10109,1669266000,2022-11-24 05:00:00 +0000 UTC,14.03,13.89,11.93,14.72,1014,92,3.68,6.47,100,heavy intensity rain,2022-11-24,5,0.0,0.249,0.0,None,3
10110,1669269600,2022-11-24 06:00:00 +0000 UTC,14.07,13.99,13.68,14.72,1014,94,3.09,6.12,100,heavy intensity rain,2022-11-24,6,0.0,0.245,0.0,None,3
10111,1669273200,2022-11-24 07:00:00 +0000 UTC,14.06,14.0,13.6,14.72,1013,95,1.98,3.44,100,moderate rain,2022-11-24,7,0.0,0.731,0.0,None,3
10126,1669327200,2022-11-24 22:00:00 +0000 UTC,12.43,12.21,11.45,13.43,1020,95,1.44,0.895706,64,broken clouds,2022-11-24,22,0.0,0.401,0.0,None,3
10127,1669330800,2022-11-24 23:00:00 +0000 UTC,11.91,11.66,10.9,13.43,1020,96,1.29,0.895706,33,scattered clouds,2022-11-24,23,0.0,0.26,0.0,None,3
10128,1669334400,2022-11-25 00:00:00 +0000 UTC,11.87,11.62,10.34,13.43,1022,96,1.5,0.895706,29,scattered clouds,2022-11-25,0,0.0,0.259,0.0,None,3
10129,1669338000,2022-11-25 01:00:00 +0000 UTC,11.82,11.56,10.34,13.43,1022,96,1.53,0.895706,24,few clouds,2022-11-25,1,0.0,0.26,0.0,None,3
10130,1669341600,2022-11-25 02:00:00 +0000 UTC,11.93,11.69,10.9,13.72,1023,96,1.59,0.895706,22,few clouds,2022-11-25,2,0.0,0.256,0.0,None,3
10131,1669345200,2022-11-25 03:00:00 +0000 UTC,11.22,10.9,9.79,11.26,1023,96,0.94,0.895706,32,scattered clouds,2022-11-25,3,0.0,0.243,0.0,None,3
10132,1669348800,2022-11-25 04:00:00 +0000 UTC,10.64,10.27,8.72,12.32,1024,96,0.98,0.895706,34,scattered clouds,2022-11-25,4,0.0,0.244,0.0,None,3
10133,1669352400,2022-11-25 05:00:00 +0000 UTC,10.6,10.22,8.6,11.77,1024,96,1.05,0.895706,38,scattered clouds,2022-11-25,5,0.0,0.254,0.0,None,3
10134,1669356000,2022-11-25 06:00:00 +0000 UTC,10.13,9.71,8.6,11.21,1025,96,1.06,0.895706,59,broken clouds,2022-11-25,6,0.0,0.258,0.0,None,3
10135,1669359600,2022-11-25 07:00:00 +0000 UTC,9.62,9.62,8.12,11.21,1026,96,1.03,0.895706,59,broken clouds,2022-11-25,7,0.0,1.049,0.0,None,3
10150,1669413600,2022-11-25 22:00:00 +0000 UTC,11.64,10.9,7.49,11.82,1029,78,1.72,0.895706,93,overcast clouds,2022-11-25,22,0.0,0.661,0.0,None,3
10151,1669417200,2022-11-25 23:00:00 +0000 UTC,10.77,10.3,7.01,11.72,1029,92,1.68,0.895706,100,overcast clouds,2022-11-25,23,0.0,0.498,0.0,None,3
10152,1669420800,2022-11-26 00:00:00 +0000 UTC,11.15,10.23,6.45,11.26,1029,73,2.02,0.895706,99,overcast clouds,2022-11-26,0,0.0,0.494,0.0,None,3
10153,1669424400,2022-11-26 01:00:00 +0000 UTC,11.24,10.3,10.57,11.26,1029,72,2.31,0.895706,95,overcast clouds,2022-11-26,1,0.0,0.508,0.0,None,3
10154,1669428000,2022-11-26 02:00:00 +0000 UTC,10.96,10.02,10.01,11.26,1029,73,2.3,0.895706,99,overcast clouds,2022-11-26,2,0.0,0.485,0.0,None,3
10155,1669431600,2022-11-26 03:00:00 +0000 UTC,10.69,9.75,10.01,10.72,1029,74,2.53,0.895706,98,overcast clouds,2022-11-26,3,0.0,0.295,0.0,None,3
10156,1669435200,2022-11-26 04:00:00 +0000 UTC,10.35,9.79,9.54,10.72,1029,90,2.61,0.895706,98,overcast clouds,2022-11-26,4,0.0,0.27,0.0,None,3
10157,1669438800,2022-11-26 05:00:00 +0000 UTC,9.49,8.12,8.99,9.72,1028,90,2.64,0.895706,98,overcast clouds,2022-11-26,5,0.0,0.263,0.0,None,3
10158,1669442400,2022-11-26 06:00:00 +0000 UTC,9.49,8.05,8.9,9.72,1028,88,2.76,0.895706,98,overcast clouds,2022-11-26,6,0.0,0.275,0.0,None,3
10174,1669500000,2022-11-26 22:00:00 +0000 UTC,11.65,10.93,7.49,11.82,1027,79,2.07,0.895706,88,overcast clouds,2022-11-26,22,0.0,0.556,0.0,None,3
10175,1669503600,2022-11-26 23:00:00 +0000 UTC,10.61,9.95,6.93,10.72,1026,85,2.12,0.895706,87,overcast clouds,2022-11-26,23,0.0,0.47,0.0,None,3
10176,1669507200,2022-11-27 00:00:00 +0000 UTC,11.61,10.73,6.93,11.82,1026,73,2.06,0.895706,85,overcast clouds,2022-11-27,0,0.0,0.457,0.0,None,3
10177,1669510800,2022-11-27 01:00:00 +0000 UTC,9.3,8.3,6.38,9.72,1025,89,2.09,0.895706,75,broken clouds,2022-11-27,1,0.0,0.366,0.0,None,3
10178,1669514400,2022-11-27 02:00:00 +0000 UTC,11.73,10.92,7.79,11.82,1025,75,2.04,0.895706,85,overcast clouds,2022-11-27,2,0.0,0.279,0.0,None,3
10179,1669518000,2022-11-27 03:00:00 +0000 UTC,10.65,9.76,7.79,10.7,1025,76,2.06,0.895706,83,broken clouds,2022-11-27,3,0.0,0.271,0.0,None,3
10180,1669521600,2022-11-27 04:00:00 +0000 UTC,10.62,9.72,7.79,10.7,1024,76,2.12,0.895706,98,overcast clouds,2022-11-27,4,0.0,0.256,0.0,None,3
10181,1669525200,2022-11-27 05:00:00 +0000 UTC,9.58,8.69,8.34,9.72,1024,81,2.01,0.895706,94,overcast clouds,2022-11-27,5,0.0,0.268,0.0,None,3
10182,1669528800,2022-11-27 06:00:00 +0000 UTC,10.41,9.54,8.34,10.72,1024,78,1.95,0.895706,98,overcast clouds,2022-11-27,6,0.0,1.162,0.0,None,3
10183,1669532400,2022-11-27 07:00:00 +0000 UTC,11.75,10.89,8.43,11.82,1024,73,1.93,0.895706,99,overcast clouds,2022-11-27,7,0.0,0.297,0.0,None,3
10198,1669586400,2022-11-27 22:00:00 +0000 UTC,10.12,9.59,8.6,10.66,1026,92,1.57,0.895706,33,scattered clouds,2022-11-27,22,0.0,0.487,0.0,None,3
10199,1669590000,2022-11-27 23:00:00 +0000 UTC,10.09,9.58,8.04,10.57,1026,93,1.51,0.895706,33,scattered clouds,2022-11-27,23,0.0,0.425,0.0,None,3
10200,1669593600,2022-11-28 00:00:00 +0000 UTC,9.5,9.5,7.72,9.59,1026,93,1.06,0.895706,19,few clouds,2022-11-28,0,0.0,0.307,0.0,None,3
10201,1669597200,2022-11-28 01:00:00 +0000 UTC,9.54,9.22,8.12,9.59,1026,92,1.41,0.895706,21,few clouds,2022-11-28,1,0.0,0.374,0.0,None,3
10202,1669600800,2022-11-28 02:00:00 +0000 UTC,8.98,8.59,7.72,9.04,1026,93,1.41,0.895706,60,broken clouds,2022-11-28,2,0.0,0.3,0.0,None,3
10203,1669604400,2022-11-28 03:00:00 +0000 UTC,9.0,9.0,7.57,9.04,1026,94,1.11,0.895706,68,broken clouds,2022-11-28,3,0.0,0.284,0.0,None,3
10204,1669608000,2022-11-28 04:00:00 +0000 UTC,8.93,8.93,5.26,9.04,1026,94,1.06,0.895706,78,broken clouds,2022-11-28,4,0.0,0.273,0.0,None,3
10205,1669611600,2022-11-28 05:00:00 +0000 UTC,9.0,9.0,7.57,9.04,1026,94,0.94,0.895706,73,broken clouds,2022-11-28,5,0.0,0.289,0.0,None,3
10206,1669615200,2022-11-28 06:00:00 +0000 UTC,7.93,7.93,7.23,8.43,1027,94,0.94,0.895706,92,overcast clouds,2022-11-28,6,0.0,0.295,0.0,None,3
10207,1669618800,2022-11-28 07:00:00 +0000 UTC,8.44,8.44,7.57,8.48,1027,95,0.97,0.895706,90,overcast clouds,2022-11-28,7,0.0,1.094,0.0,None,3
10222,1669672800,2022-11-28 22:00:00 +0000 UTC,9.56,9.56,8.72,10.34,1027,92,1.19,0.895706,84,broken clouds,2022-11-28,22,0.0,0.501,0.0,None,3
10223,1669676400,2022-11-28 23:00:00 +0000 UTC,10.0,10.0,6.93,10.15,1027,92,1.04,0.895706,54,broken clouds,2022-11-28,23,0.0,0.51,0.0,None,3
10224,1669680000,2022-11-29 00:00:00 +0000 UTC,8.52,8.52,7.49,9.79,1027,86,0.77,0.895706,57,broken clouds,2022-11-29,0,0.0,0.536,0.0,None,3
10225,1669683600,2022-11-29 01:00:00 +0000 UTC,9.42,9.42,6.93,9.79,1026,93,0.57,0.895706,51,broken clouds,2022-11-29,1,0.0,0.542,0.0,None,3
10226,1669687200,2022-11-29 02:00:00 +0000 UTC,8.99,8.99,7.88,9.23,1026,93,0.85,0.895706,44,scattered clouds,2022-11-29,2,0.0,0.317,0.0,None,3
10227,1669690800,2022-11-29 03:00:00 +0000 UTC,8.9,8.9,6.38,9.23,1026,94,1.02,0.895706,43,scattered clouds,2022-11-29,3,0.0,0.28,0.0,None,3
10228,1669694400,2022-11-29 04:00:00 +0000 UTC,8.38,8.38,6.38,8.68,1026,94,1.15,0.895706,94,overcast clouds,2022-11-29,4,0.0,0.271,0.0,None,3
10229,1669698000,2022-11-29 05:00:00 +0000 UTC,8.33,8.33,6.38,8.48,1025,94,1.27,0.895706,98,overcast clouds,2022-11-29,5,0.0,0.277,0.0,None,3
10230,1669701600,2022-11-29 06:00:00 +0000 UTC,8.31,7.87,6.38,8.48,1025,94,1.37,0.895706,99,overcast clouds,2022-11-29,6,0.0,0.33,0.0,None,3
10231,1669705200,2022-11-29 07:00:00 +0000 UTC,7.81,6.81,6.38,7.93,1026,94,1.82,0.895706,100,overcast clouds,2022-11-29,7,0.0,0.837,0.0,None,3
10246,1669759200,2022-11-29 22:00:00 +0000 UTC,10.02,9.38,6.38,10.15,1020,88,1.92,0.895706,35,scattered clouds,2022-11-29,22,0.0,0.519,0.0,None,3
10247,1669762800,2022-11-29 23:00:00 +0000 UTC,9.51,8.93,7.79,9.59,1020,90,1.66,0.895706,52,broken clouds,2022-11-29,23,0.0,0.56,0.0,None,3
10248,1669766400,2022-11-30 00:00:00 +0000 UTC,9.48,8.89,5.82,9.72,1019,91,1.66,0.895706,57,broken clouds,2022-11-30,0,0.0,0.519,0.0,None,3
10249,1669770000,2022-11-30 01:00:00 +0000 UTC,9.99,9.21,5.82,10.15,1019,87,1.96,0.15,67,light rain,2022-11-30,1,0.0,0.39,0.0,None,3
10250,1669773600,2022-11-30 02:00:00 +0000 UTC,9.74,8.7,5.82,10.15,1018,87,2.24,0.16,74,light rain,2022-11-30,2,0.0,0.281,0.0,None,3
10251,1669777200,2022-11-30 03:00:00 +0000 UTC,10.49,9.81,5.82,10.7,1017,85,2.7,0.8,80,light rain,2022-11-30,3,0.0,0.321,0.0,None,3
10252,1669780800,2022-11-30 04:00:00 +0000 UTC,10.01,9.26,6.38,10.15,1017,84,2.57,0.91,95,light rain,2022-11-30,4,0.0,0.27,0.0,None,3
10253,1669784400,2022-11-30 05:00:00 +0000 UTC,10.49,9.76,5.82,10.7,1016,83,2.4,0.53,97,light rain,2022-11-30,5,0.0,0.316,0.0,None,3
10254,1669788000,2022-11-30 06:00:00 +0000 UTC,10.01,9.26,6.38,10.15,1016,84,2.92,0.16,100,light rain,2022-11-30,6,0.0,0.615,0.0,None,3
10255,1669791600,2022-11-30 07:00:00 +0000 UTC,9.5,7.85,6.38,9.72,1016,88,3.1,0.25,100,light rain,2022-11-30,7,0.0,1.329,0.0,None,3
10270,1669845600,2022-11-30 22:00:00 +0000 UTC,10.64,9.98,8.6,10.72,1015,85,2.59,0.895706,99,overcast clouds,2022-11-30,22,0.0,0.876,0.0,None,3
10271,1669849200,2022-11-30 23:00:00 +0000 UTC,10.68,10.02,8.04,11.72,1015,85,2.36,0.895706,99,overcast clouds,2022-11-30,23,0.0,0.463,0.0,None,3
10272,1669852800,2022-12-01 00:00:00 +0000 UTC,10.68,10.0,7.57,11.72,1015,84,2.06,0.895706,90,overcast clouds,2022-12-01,0,0.0,0.422,0.0,None,3
10273,1669856400,2022-12-01 01:00:00 +0000 UTC,10.61,9.89,6.93,10.72,1015,83,2.02,0.895706,65,broken clouds,2022-12-01,1,0.0,0.47,0.0,None,3
10274,1669860000,2022-12-01 02:00:00 +0000 UTC,9.24,7.88,6.38,10.1,1015,89,2.56,0.895706,51,broken clouds,2022-12-01,2,0.0,0.269,0.0,None,3
10275,1669863600,2022-12-01 03:00:00 +0000 UTC,9.24,7.87,6.38,10.1,1015,89,2.58,0.895706,16,few clouds,2022-12-01,3,0.0,0.3,0.0,None,3
10276,1669867200,2022-12-01 04:00:00 +0000 UTC,9.08,7.74,6.38,10.01,1014,90,2.49,0.895706,2,sky is clear,2022-12-01,4,0.0,0.314,0.0,None,3
10277,1669870800,2022-12-01 05:00:00 +0000 UTC,9.08,7.92,6.38,10.01,1014,91,2.25,0.895706,3,sky is clear,2022-12-01,5,0.0,0.291,0.0,None,3
10278,1669874400,2022-12-01 06:00:00 +0000 UTC,8.51,7.38,5.82,10.01,1015,90,2.09,0.895706,4,sky is clear,2022-12-01,6,0.0,1.447,0.0,None,3
10279,1669878000,2022-12-01 07:00:00 +0000 UTC,7.54,6.28,5.82,9.54,1015,90,2.05,0.895706,8,sky is clear,2022-12-01,7,0.0,0.3,0.0,None,3
10294,1669932000,2022-12-01 22:00:00 +0000 UTC,8.57,7.46,5.26,10.1,1016,84,2.08,0.895706,0,sky is clear,2022-12-01,22,0.0,0.358,0.0,None,3
10295,1669935600,2022-12-01 23:00:00 +0000 UTC,7.63,6.28,5.26,10.1,1016,81,2.17,0.895706,0,sky is clear,2022-12-01,23,0.0,0.396,0.0,None,3
10296,1669939200,2022-12-02 00:00:00 +0000 UTC,7.03,5.45,5.26,10.57,1015,81,2.32,0.895706,0,sky is clear,2022-12-02,0,0.0,0.461,0.0,None,3
10297,1669942800,2022-12-02 01:00:00 +0000 UTC,8.54,7.11,5.34,10.57,1015,80,2.48,0.895706,0,sky is clear,2022-12-02,1,0.0,0.501,0.0,None,3
10298,1669946400,2022-12-02 02:00:00 +0000 UTC,7.47,5.74,4.23,10.01,1014,80,2.61,0.895706,0,sky is clear,2022-12-02,2,0.0,0.342,0.0,None,3
10299,1669950000,2022-12-02 03:00:00 +0000 UTC,7.94,6.1,4.23,10.01,1014,79,2.91,0.895706,0,sky is clear,2022-12-02,3,0.0,0.29,0.0,None,3
10300,1669953600,2022-12-02 04:00:00 +0000 UTC,7.3,5.22,4.71,9.54,1014,79,3.08,0.895706,0,sky is clear,2022-12-02,4,0.0,0.311,0.0,None,3
10301,1669957200,2022-12-02 05:00:00 +0000 UTC,6.11,3.8,3.68,8.99,1014,81,3.06,0.895706,0,sky is clear,2022-12-02,5,0.0,0.315,0.0,None,3
10302,1669960800,2022-12-02 06:00:00 +0000 UTC,7.69,5.68,4.15,8.99,1014,82,3.09,0.895706,3,sky is clear,2022-12-02,6,0.0,0.321,0.0,None,3
10303,1669964400,2022-12-02 07:00:00 +0000 UTC,7.84,5.78,3.6,8.43,1013,82,3.22,0.895706,5,sky is clear,2022-12-02,7,0.0,1.166,0.0,None,3
10318,1670018400,2022-12-02 22:00:00 +0000 UTC,7.15,5.12,3.6,8.43,1010,83,2.96,0.895706,0,sky is clear,2022-12-02,22,0.0,0.555,0.0,None,3
10319,1670022000,2022-12-02 23:00:00 +0000 UTC,7.15,5.2,3.6,8.43,1010,84,2.84,0.895706,0,sky is clear,2022-12-02,23,0.0,0.609,0.0,None,3
10320,1670025600,2022-12-03 00:00:00 +0000 UTC,7.28,5.4,3.68,8.43,1010,85,2.77,0.895706,0,sky is clear,2022-12-03,0,0.0,0.436,0.0,None,3
10321,1670029200,2022-12-03 01:00:00 +0000 UTC,6.79,4.72,2.49,7.88,1010,87,2.91,0.895706,0,sky is clear,2022-12-03,1,0.0,0.309,0.0,None,3
10322,1670032800,2022-12-03 02:00:00 +0000 UTC,6.68,4.48,1.93,7.88,1010,87,3.06,0.895706,0,sky is clear,2022-12-03,2,0.0,0.31,0.0,None,3
10323,1670036400,2022-12-03 03:00:00 +0000 UTC,6.75,4.55,2.49,7.88,1010,87,3.08,0.895706,0,sky is clear,2022-12-03,3,0.0,0.311,0.0,None,3
10324,1670040000,2022-12-03 04:00:00 +0000 UTC,6.62,4.44,2.49,7.72,1010,88,3.02,0.895706,0,sky is clear,2022-12-03,4,0.0,0.324,0.0,None,3
10325,1670043600,2022-12-03 05:00:00 +0000 UTC,6.82,4.67,1.93,7.72,1009,87,3.04,0.895706,0,sky is clear,2022-12-03,5,0.0,0.862,0.0,None,3
10326,1670047200,2022-12-03 06:00:00 +0000 UTC,5.99,3.64,1.38,6.72,1009,89,3.08,0.895706,0,sky is clear,2022-12-03,6,0.0,0.318,0.0,None,3
10327,1670050800,2022-12-03 07:00:00 +0000 UTC,5.84,3.52,1.38,6.72,1009,88,2.99,0.895706,0,sky is clear,2022-12-03,7,0.0,0.31,0.0,None,3
10342,1670104800,2022-12-03 22:00:00 +0000 UTC,8.88,7.71,4.23,9.04,1007,72,2.22,0.895706,4,sky is clear,2022-12-03,22,0.0,0.53,0.0,None,3
10343,1670108400,2022-12-03 23:00:00 +0000 UTC,7.54,5.96,3.68,7.72,1007,89,2.44,0.895706,4,sky is clear,2022-12-03,23,0.0,0.41,0.0,None,3
10344,1670112000,2022-12-04 00:00:00 +0000 UTC,7.31,5.49,3.68,7.72,1007,89,2.7,0.895706,9,sky is clear,2022-12-04,0,0.0,0.302,0.0,None,3
10345,1670115600,2022-12-04 01:00:00 +0000 UTC,8.44,6.79,3.68,8.48,1007,71,2.77,0.895706,20,few clouds,2022-12-04,1,0.0,0.306,0.0,None,3
10346,1670119200,2022-12-04 02:00:00 +0000 UTC,8.48,6.83,3.68,8.72,1007,72,2.78,0.895706,29,scattered clouds,2022-12-04,2,0.0,0.314,0.0,None,3
10347,1670122800,2022-12-04 03:00:00 +0000 UTC,8.48,6.83,3.68,8.72,1007,72,2.77,0.895706,71,broken clouds,2022-12-04,3,0.0,0.289,0.0,None,3
10348,1670126400,2022-12-04 04:00:00 +0000 UTC,8.47,6.86,6.77,8.72,1006,73,2.72,0.895706,78,broken clouds,2022-12-04,4,0.0,0.354,0.0,None,3
10349,1670130000,2022-12-04 05:00:00 +0000 UTC,8.47,7.06,6.77,8.72,1006,73,2.43,0.895706,91,overcast clouds,2022-12-04,5,0.0,0.321,0.0,None,3
10350,1670133600,2022-12-04 06:00:00 +0000 UTC,8.39,7.01,3.68,8.72,1007,74,2.38,0.895706,95,overcast clouds,2022-12-04,6,0.0,0.319,0.0,None,3
10351,1670137200,2022-12-04 07:00:00 +0000 UTC,8.43,7.05,5.26,8.48,1007,76,2.39,0.16,95,light rain,2022-12-04,7,0.0,1.051,0.0,None,3
10366,1670191200,2022-12-04 22:00:00 +0000 UTC,9.04,7.22,6.45,9.72,1010,86,3.24,0.895706,24,few clouds,2022-12-04,22,0.0,0.468,0.0,None,3
10367,1670194800,2022-12-04 23:00:00 +0000 UTC,9.03,6.99,5.9,9.72,1010,85,3.64,0.895706,22,few clouds,2022-12-04,23,0.0,0.868,0.0,None,3
10368,1670198400,2022-12-05 00:00:00 +0000 UTC,9.58,7.66,7.49,9.72,1010,84,3.63,0.895706,27,scattered clouds,2022-12-05,0,0.0,0.478,0.0,None,3
10369,1670202000,2022-12-05 01:00:00 +0000 UTC,9.58,7.53,7.49,9.72,1009,83,3.9,0.895706,65,broken clouds,2022-12-05,1,0.0,0.312,0.0,None,3
10370,1670205600,2022-12-05 02:00:00 +0000 UTC,10.14,9.38,7.49,10.72,1009,83,3.92,0.895706,93,overcast clouds,2022-12-05,2,0.0,0.307,0.0,None,3
10371,1670209200,2022-12-05 03:00:00 +0000 UTC,9.82,7.81,5.34,10.72,1009,87,3.93,0.895706,98,overcast clouds,2022-12-05,3,0.0,0.291,0.0,None,3
10372,1670212800,2022-12-05 04:00:00 +0000 UTC,9.82,7.7,6.45,10.72,1009,87,4.17,0.13,99,light rain,2022-12-05,4,0.0,0.298,0.0,None,3
10373,1670216400,2022-12-05 05:00:00 +0000 UTC,9.92,7.91,7.01,10.72,1008,89,3.98,0.86,100,light rain,2022-12-05,5,0.0,0.306,0.0,None,3
10374,1670220000,2022-12-05 06:00:00 +0000 UTC,10.68,9.94,9.15,10.72,1009,82,4.16,1.86,98,moderate rain,2022-12-05,6,0.0,0.301,0.0,None,3
10375,1670223600,2022-12-05 07:00:00 +0000 UTC,10.69,9.98,7.57,11.72,1009,83,4.17,0.25,94,light rain,2022-12-05,7,0.0,1.375,0.0,None,3
10390,1670277600,2022-12-05 22:00:00 +0000 UTC,10.57,9.88,9.15,11.21,1011,84,1.82,0.895706,93,overcast clouds,2022-12-05,22,0.0,0.437,0.0,None,3
10391,1670281200,2022-12-05 23:00:00 +0000 UTC,11.73,11.15,10.34,11.82,1012,84,1.72,0.895706,87,overcast clouds,2022-12-05,23,0.0,0.444,0.0,None,3
10392,1670284800,2022-12-06 00:00:00 +0000 UTC,11.62,11.06,8.04,11.82,1012,85,1.79,0.895706,83,broken clouds,2022-12-06,0,0.0,0.421,0.0,None,3
10393,1670288400,2022-12-06 01:00:00 +0000 UTC,11.11,10.5,8.04,11.26,1012,85,1.61,0.895706,78,broken clouds,2022-12-06,1,0.0,0.317,0.0,None,3
10394,1670292000,2022-12-06 02:00:00 +0000 UTC,11.1,10.51,8.04,11.26,1012,86,1.42,0.895706,82,broken clouds,2022-12-06,2,0.0,0.288,0.0,None,3
10395,1670295600,2022-12-06 03:00:00 +0000 UTC,11.66,11.1,7.57,11.82,1013,85,1.43,0.895706,82,broken clouds,2022-12-06,3,0.0,0.305,0.0,None,3
10396,1670299200,2022-12-06 04:00:00 +0000 UTC,11.62,11.06,7.57,11.82,1013,85,1.26,0.895706,88,overcast clouds,2022-12-06,4,0.0,0.306,0.0,None,3
10397,1670302800,2022-12-06 05:00:00 +0000 UTC,11.76,11.21,9.15,11.82,1014,85,1.38,0.895706,85,overcast clouds,2022-12-06,5,0.0,0.313,0.0,None,3
10398,1670306400,2022-12-06 06:00:00 +0000 UTC,12.26,11.76,9.15,12.37,1014,85,1.38,0.895706,89,overcast clouds,2022-12-06,6,0.0,0.291,0.0,None,3
10399,1670310000,2022-12-06 07:00:00 +0000 UTC,11.76,11.24,9.15,11.82,1014,86,1.31,0.895706,100,overcast clouds,2022-12-06,7,0.0,0.834,0.0,None,3
10414,1670364000,2022-12-06 22:00:00 +0000 UTC,12.81,12.52,11.38,12.93,1016,91,1.47,0.895706,66,broken clouds,2022-12-06,22,0.0,0.495,0.0,None,3
10415,1670367600,2022-12-06 23:00:00 +0000 UTC,12.29,11.98,10.82,12.37,1016,92,1.3,0.895706,62,broken clouds,2022-12-06,23,0.0,0.353,0.0,None,3
10416,1670371200,2022-12-07 00:00:00 +0000 UTC,12.25,11.91,10.72,12.37,1015,91,1.62,0.895706,49,scattered clouds,2022-12-07,0,0.0,0.317,0.0,None,3
10417,1670374800,2022-12-07 01:00:00 +0000 UTC,12.21,11.81,9.71,12.37,1015,89,1.98,0.895706,85,overcast clouds,2022-12-07,1,0.0,0.329,0.0,None,3
10418,1670378400,2022-12-07 02:00:00 +0000 UTC,12.18,11.73,9.15,12.37,1014,87,2.36,0.895706,99,overcast clouds,2022-12-07,2,0.0,0.323,0.0,None,3
